Qiymet,Kategoriya,Mertebe,Otaq,Kupca,Seher
77 000,Yeni tikili,16 / 19,2,var,"Bakı şəhəri, M.Hadi küç."
145 000,Yeni tikili,5 / 17,2,var,"Bakı şəhəri, Təbriz kucəsi"
125 000,Yeni tikili,15 / 20,3,var,"Bakı şəhəri, Gəncə pr."
165 000,Yeni tikili,12 / 13,3,var,"Bakı şəhəri, Rüstəm Rüstəmov 15"
220 000,Yeni tikili,6 / 16,3,yoxdur,"Bakı şəhəri, Fətəli xan Xoyski küç."
321 000,Yeni tikili,5 / 17,4,var,"Bakı şəhəri, X.Şuşinski kuc"
190 000,Yeni tikili,5 / 9,4,var,"Bakı şəhəri, Həmzə Babaşov küçəsi."
315 000,Yeni tikili,8 / 14,4,var,"Bakı şəhəri, Akademik Həsən Əliyev küçəsi ev 72"
195 000,Yeni tikili,5 / 16,3,var,"Bakı şəhəri, Mirmahmud Kazımovski küçəsi"
420 000,Yeni tikili,5 / 17,3,var,"Bakı şəhəri, Sabit Orucov küçəsi."
175 000,Yeni tikili,16 / 17,3,var,"Bakı şəhəri, Kamal Rəhimov küçəsi"
405 000,Yeni tikili,11 / 18,3,var,"Bakı şəhəri, Üzeyir Hacıbəyov küçəsi"
294 000,Yeni tikili,6 / 7,4,var,"Bakı şəhəri, Süleyman Vəzirov küçəsi"
95 000,Yeni tikili,9 / 12,2,var,"Bakı şəhəri, Əsəd Əhmədov küç."
135 000,Yeni tikili,14 / 16,3,yoxdur,"Bakı şəhəri, Neapol küçəsi"
136 000,Yeni tikili,13 / 18,2,var,"Bakı şəhəri, Xudu Məmmədov küç."
128 000,Yeni tikili,12 / 12,3,var,"Bakı şəhəri, Etibar Bəkirli 34/36"
217 000,Yeni tikili,10 / 16,3,var,"Bakı şəhəri, Həsən Əliyev küç "
320 000,Yeni tikili,3 / 17,4,var,"Bakı şəhəri, Svetlana Məmmədova küç."
218 000,Yeni tikili,3 / 22,3,var,"Bakı şəhəri, Həsən Əliyev küçəsi"
220 000,Yeni tikili,4 / 7,3,var,"Bakı şəhəri, Sadıqcan küçəsi "
115 000,Yeni tikili,11 / 17,2,yoxdur,"Bakı şəhəri, Rüstəm Rüstəmov küç."
174 800,Yeni tikili,5 / 16,2,var,"Bakı şəhəri, Mirəli Qaşqay və Mikayıl Rəfili küçələrinin kəsişməsi"
150 000,Yeni tikili,9 / 14,2,var,"Bakı şəhəri, Badamdar şossesi"
73 800,Yeni tikili,16 / 18,2,yoxdur,"Bakı şəhəri, Badamdar şossesi 1"
120 000,Yeni tikili,15 / 20,2,var,"Bakı şəhəri, Əsəd Əhmədov küçəsi"
88 000,Yeni tikili,8 / 16,1,yoxdur,"Bakı şəhəri, Məhəmməd Xiyabani küç. 7"
137 000,Köhnə tikili,4 / 5,3,var,"Bakı şəhəri, Dilarə Əliyeva küçəsi, mənzil 5"
108 000,Köhnə tikili,6 / 6,3,var,"Bakı şəhəri, Ağa Neymətulla küç."
72 500,Köhnə tikili,5 / 5,1,var,"Bakı şəhəri, Hüseyn Cavid pr."
119 000,Yeni tikili,3 / 18,2,yoxdur,"Bakı şəhəri, Hüseyinbala Əliyev küç."
245 000,Yeni tikili,17 / 19,3,var,"Bakı şəhəri, Həsən Əliyev küçəsi"
100 000,Köhnə tikili,2 / 9,3,var,"Bakı şəhəri, General Mehmandarov küç "
335 000,Yeni tikili,3 / 15,4,var,"Bakı şəhəri, Nəcəfqulu Rəfiyev küçəsi"
60 000,Köhnə tikili,2 / 5,4,var,"Sumqayıt şəhəri, Fətəlixan küç. ev 15,mən. 18"
92 000,Köhnə tikili,8 / 9,2,var,"Bakı şəhəri, Şirvani küçəsi"
240 000,Yeni tikili,3 / 16,4,var,"Bakı şəhəri, Azadlıq prospekti"
165 000,Yeni tikili,5 / 20,3,var,"Bakı şəhəri, Həsən Bəy Zərdabi küç."
70 000,Köhnə tikili,4 / 5,3,var,"Sumqayıt şəhəri, 11-mik yol qırağı "
31 000,Köhnə tikili,1 / 1,1,var,"Bakı şəhəri, Əbilov küç. "
120 000,Yeni tikili,11 / 18,2,var,"Bakı şəhəri, Əlif Hacıyev küçəsi"
89 000,Köhnə tikili,2 / 9,2,var,"Bakı şəhəri, Rizvan Teymurov küç"
135 000,Köhnə tikili,1 / 5,3,var,"Bakı şəhəri, Həsənbəy Zərdabi küç 66"
340 000,Köhnə tikili,1 / 2,3,yoxdur,"Bakı şəhəri, Nizami küç."
110 000,Yeni tikili,19 / 19,2,yoxdur,"Bakı şəhəri, E.Süleymanov küç 49b"
92 000,Yeni tikili,12 / 13,3,yoxdur,"Bakı şəhəri, Gəncə pr."
470 000,Yeni tikili,9 / 17,3,var,"Bakı şəhəri, S. Vurğun küç, "
178 000,Yeni tikili,14 / 17,2,var,"Bakı şəhəri, Tbilisi prospekti"
173 000,Yeni tikili,6 / 11,3,var,"Bakı şəhəri, Ə.Əhmədov küç."
91 000,Yeni tikili,14 / 16,2,var,"Bakı şəhəri, Özbəkistan küç"
87 000,Yeni tikili,7 / 13,4,yoxdur,"Xırdalan şəhəri, Heydər Əliyev pr. "
135 000,Yeni tikili,10 / 17,2,var,"Bakı şəhəri, MirCəlal küç. "
425 000,Yeni tikili,12 / 20,4,var,"Bakı şəhəri, Inşaatçılar pr."
110 000,Yeni tikili,6 / 16,3,var,"Bakı şəhəri, Gəncə prospekti"
300 000,Yeni tikili,11 / 18,3,var,"Bakı şəhəri, H.Cavid pr."
170 000,Yeni tikili,13 / 18,3,yoxdur,"Bakı şəhəri, Cavadxan küçəsi"
118 000,Köhnə tikili,6 / 7,2,var,"Bakı şəhəri, Nərimanov prospekti"
89 000,Köhnə tikili,5 / 6,4,var,"Sumqayıt şəhəri, 1-ci mikrorayon"
168 200,Yeni tikili,12 / 18,3,var,"Bakı şəhəri, 8 Noyabr pr."
364 000,Yeni tikili,7 / 18,4,var,"Bakı şəhəri, Hüseyn Cavid Prospekti"
320 000,Yeni tikili,8 / 19,2,yoxdur,"Bakı şəhəri, Neftçilər prospekti "
309 000,Yeni tikili,8 / 14,4,var,"Bakı şəhəri, Cəlil Məmmədquluzadə küçəsi"
235 000,Yeni tikili,9 / 18,4,var,"Bakı şəhəri, Əliyar Əliyev küçəsi "
87 000,Yeni tikili,6 / 6,3,var,"Bakı şəhəri, İstiqlaliyyət küçəsi "
75 000,Köhnə tikili,1 / 5,2,var,"Bakı şəhəri, Hüseyn Seyidzadə küçəsi"
110 000,Yeni tikili,9 / 14,2,yoxdur,"Bakı şəhəri, Özbəkistan küç"
175 000,Yeni tikili,13 / 13,4,var,"Bakı şəhəri, Məhəmməd Hadi küçəsi "
52 000,Yeni tikili,8 / 9,1,var,"Bakı şəhəri, İstiqlaliyyət küçəsi, Yeni Bakı yaşayış kompleksi, bina 15"
77 000,Yeni tikili,2 / 15,2,var,"Xırdalan şəhəri, Həzi Aslanov küçəsi"
78 000,Köhnə tikili,2 / 5,2,var,"Bakı şəhəri, İlqar Cümşüdov küç"
135 000,Yeni tikili,18 / 19,3,var,"Bakı şəhəri, Istiqlaliyyət küç."
152 000,Yeni tikili,1 / 4,3,var,"Bakı şəhəri, General Məmmədyarov küç."
155 000,Köhnə tikili,7 / 9,4,var,"Bakı şəhəri, Naxçıvani küç."
167 000,Köhnə tikili,3 / 5,4,var,"Bakı şəhəri, Nizami Nərimanov küç."
115 000,Köhnə tikili,8 / 10,3,var,"Bakı şəhəri, Babək prospekti"
128 000,Yeni tikili,12 / 17,2,var,"Bakı şəhəri, Məhəmməd Hadi Küç"
105 000,Yeni tikili,14 / 20,2,var,"Bakı şəhəri, Bəkir Çobanzadə küçəsi"
178 000,Yeni tikili,15 / 20,3,yoxdur,"Bakı şəhəri, Şərifzadə küç."
72 500,Yeni tikili,7 / 17,1,yoxdur,"Bakı şəhəri, Bəsti Bağırova küç"
400 000,Yeni tikili,27 / 27,5,yoxdur,"Bakı şəhəri, Tbilisi prospekt"
95 000,Yeni tikili,12 / 16,2,var,"Bakı şəhəri, Muxtar Fətəliyev küç"
120 000,Yeni tikili,8 / 17,2,var,"Bakı şəhəri, A.M.Şərifzadə küç. "
450 000,Köhnə tikili,6 / 10,3,var,"Bakı şəhəri, Şamil Əzizbəyov küçəsi "
391 000,Yeni tikili,9 / 16,4,yoxdur,"Bakı şəhəri, Mirəli Qaşqay küç. 50"
102 000,Yeni tikili,16 / 18,2,yoxdur,"Bakı şəhəri, Naxçıvanski küç."
175 000,Yeni tikili,6 / 17,3,yoxdur,"Bakı şəhəri, Ə.Rəcəbli küç. "
58 000,Köhnə tikili,1 / 5,1,var,"Bakı şəhəri, Ziya Bündyadov pr 12"
165 000,Yeni tikili,7 / 21,4,yoxdur,"Bakı şəhəri, Əliyar Əliyev k."
120 000,Yeni tikili,14 / 17,2,yoxdur,"Bakı şəhəri, Təbriz küçəsi"
145 000,Yeni tikili,6 / 17,3,var,"Bakı şəhəri, Əsəd Əhmədov küç 26"
71 500,Köhnə tikili,4 / 5,1,var,"Bakı şəhəri, Hüseyn Cavid prospekti"
110 000,Yeni tikili,10 / 20,2,yoxdur,"Bakı şəhəri, Əsəd Əhmədov küç."
149 000,Yeni tikili,12 / 17,3,var,"Bakı şəhəri, Sadıqcan küçəsi"
133 000,Köhnə tikili,2 / 9,3,var,"Bakı şəhəri, Əsəd Əhmədov küç"
230 000,Yeni tikili,13 / 17,3,var,"Bakı şəhəri, Möhsün Sənani 1"
130 000,Yeni tikili,12 / 20,3,var,"Bakı şəhəri, Əsəd Əhmədov küçəsi"
74 000,Yeni tikili,10 / 16,2,var,"Xırdalan şəhəri, H.Əliyev pr"
67 000,Köhnə tikili,5 / 5,2,var,"Bakı şəhəri, Rüstəm Rüstəmov küçəsi"
290 000,Yeni tikili,6 / 16,3,var,"Bakı şəhəri, Hüseyn Cavid pr. İnşaatçılar prospekti 60 A"
350 000,Yeni tikili,6 / 16,4,var,"Bakı şəhəri, Səttar Bəhlulzadə küçəsi  "
232 000,Yeni tikili,11 / 16,3,var,"Bakı şəhəri, İsmayıl Həsənoğlu küçəsi"
430 000,Yeni tikili,7 / 17,4,yoxdur,"Bakı şəhəri, Zahid Xəlilov küç. "
285 000,Yeni tikili,4 / 19,3,var,"Bakı şəhəri, Zərgərpalan küçəsi 22"
126 000,Yeni tikili,14 / 15,2,var,"Bakı şəhəri,  Şövkət Məmmədova küçəsi "
125 000,Köhnə tikili,5 / 9,3,var,"Bakı şəhəri, X. Şuşinski küç. 66"
238 000,Yeni tikili,6 / 14,3,var,"Bakı şəhəri, Moskva pr."
165 000,Yeni tikili,3 / 17,3,var,"Bakı şəhəri, Fərman Məlikov küç. "
305 000,Yeni tikili,9 / 12,2,yoxdur,"Bakı şəhəri, Leopold və Mstislav Rostropoviçlər"
165 000,Yeni tikili,4 / 15,2,yoxdur,"Bakı şəhəri, Mərdanov qardaşları küçəsi 11"
170 000,Yeni tikili,15 / 17,2,yoxdur,"Bakı şəhəri, Tebriz k"
126 400,Yeni tikili,17 / 21,2,var,"Bakı şəhəri, Möhsün Sənani küç."
120 000,Köhnə tikili,6 / 9,3,var,"Bakı şəhəri, Moskva prospekti"
287 000,Yeni tikili,8 / 9,5,var,"Bakı şəhəri, ПР.Г.АЛИЕВА "
78 000,Köhnə tikili,2 / 9,2,var,"Bakı şəhəri, R Kərimov küç"
284 000,Yeni tikili,2 / 7,4,yoxdur,"Bakı şəhəri, Mərkəzi Bulvar küç"
68 000,Yeni tikili,10 / 11,2,yoxdur,"Bakı şəhəri, Dairəvi küçə "
332 000,Yeni tikili,8 / 18,3,var,"Bakı şəhəri, Rəşid Behbudov 54 ev 129"
140 000,Köhnə tikili,1 / 9,4,var,"Bakı şəhəri, Tağızadə küç."
145 000,Köhnə tikili,5 / 5,5,var,"Bakı şəhəri, Rahib Məmmədov küç."
108 000,Köhnə tikili,8 / 9,3,var,"Bakı şəhəri, Yeni Günəşli V massivi"
168 000,Yeni tikili,3 / 19,3,var,"Bakı şəhəri, Əsəd Əhmədov 6c "
285 000,Yeni tikili,6 / 17,4,var,"Bakı şəhəri, Salyan şossesi"
135 000,Yeni tikili,5 / 15,3,yoxdur,"Bakı şəhəri, Kamil Balakişiyev k.  "
30 500,Yeni tikili,1 / 7,2,yoxdur,"Bakı şəhəri, Ə.Vahid küçəsi 75"
125 000,Yeni tikili,7 / 17,2,var,"Bakı şəhəri, Abdulvahab Salamzadə küç"
102 000,Köhnə tikili,2 / 9,3,var,"Bakı şəhəri, Neapol 22"
200 000,Köhnə tikili,1 / 5,3,var,"Bakı şəhəri, Ziya Bünyadov pr.ev 21 mən. 31"
197 000,Yeni tikili,8 / 16,4,var,"Bakı şəhəri, Əliyar Əliyev küçəsi "
650 000,Yeni tikili,21 / 27,3,var,"Bakı şəhəri, 8 noyabr prospekti 15"
260 000,Yeni tikili,9 / 10,4,var,"Bakı şəhəri, Cəfər Xəndan küç "
295 000,Yeni tikili,10 / 16,4,var,"Bakı şəhəri, Qarabağ küç"
120 000,Yeni tikili,8 / 16,2,var,"Bakı şəhəri, Qarabağ küç "
200 000,Yeni tikili,5 / 19,3,yoxdur,"Bakı şəhəri, Həsənbəy Zərdabi küç "
120 000,Yeni tikili,9 / 17,1,yoxdur,"Bakı şəhəri, Şərifzadə küç."
162 900,Köhnə tikili,9 / 9,3,yoxdur,"Bakı şəhəri, Atatürk prospekti "
155 000,Yeni tikili,15 / 16,3,var,"Bakı şəhəri, Ilqar Zülfüqarov küç. "
75 000,Köhnə tikili,2 / 5,1,var,"Bakı şəhəri, Haqverdiyev küç."
635 000,Yeni tikili,10 / 16,4,yoxdur,"Bakı şəhəri, Natiq Əliyev küç 10"
155 000,Yeni tikili,16 / 18,2,var,"Bakı şəhəri, Əliyar Əliyev küç."
97 000,Köhnə tikili,6 / 9,2,var,"Bakı şəhəri, Aşiq Ələsgər 4, m.152"
209 000,Yeni tikili,13 / 17,3,var,"Bakı şəhəri, Qarabağ küçəsi"
780 000,Yeni tikili,15 / 21,4,var,"Bakı şəhəri, Həsən Bəy Zərdabi küçəsi"
250 000,Köhnə tikili,2 / 4,4,var,"Bakı şəhəri, Rəşid Behbudov küç."
108 000,Yeni tikili,7 / 21,2,yoxdur,"Bakı şəhəri, Səməd Vurğun küçəsi "
250 000,Yeni tikili,8 / 18,4,var,"Bakı şəhəri, Xan Şuşinski 123a "
419 000,Yeni tikili,7 / 27,4,var,"Bakı şəhəri, Tbilisi pr."
86 000,Yeni tikili,12 / 16,1,yoxdur,"Bakı şəhəri, Şərifzadə küç"
138 000,Yeni tikili,2 / 11,3,var,"Bakı şəhəri, Zahid Xəlilov küç."
88 000,Yeni tikili,3 / 15,2,yoxdur,"Bakı şəhəri, Ramiz Quliyev küç."
500 214,Yeni tikili,11 / 23,3,var,"Bakı şəhəri, Zərifə Əliyeva küç. 53"
108 000,Yeni tikili,6 / 17,2,var,"Bakı şəhəri, Xudu Məmmədov  küç."
100 000,Yeni tikili,7 / 16,2,var,"Bakı şəhəri, Rüstəm Rüstəmov küç "
105 000,Yeni tikili,10 / 16,1,yoxdur,"Bakı şəhəri, Tebriz küçəsi"
85 000,Köhnə tikili,4 / 9,2,var,"Bakı şəhəri, Ruhulla Axundov küç."
81 500,Köhnə tikili,9 / 9,3,var,"Bakı şəhəri, Gəncə prospekti 63 mənzil 90"
145 000,Yeni tikili,17 / 19,3,yoxdur,"Bakı şəhəri, Gəncə Praspekti"
359 000,Yeni tikili,12 / 17,4,var,"Bakı şəhəri, Şamil Əzizbəyov küç."
88 000,Köhnə tikili,4 / 5,3,var,"Sumqayıt şəhəri, 36-cı məhəllə"
139 000,Yeni tikili,11 / 16,2,yoxdur,"Bakı şəhəri, Nazim Hacıyev küçəsi"
283 000,Yeni tikili,5 / 16,3,var,"Bakı şəhəri, Sabit Orucov küç."
149 000,Yeni tikili,8 / 12,3,var,"Bakı şəhəri, Əsəd Əhmədov küç."
220 000,Köhnə tikili,1 / 5,4,var,"Bakı şəhəri, Nizami Nərimanov küç"
169 000,Köhnə tikili,1 / 3,2,var,"Bakı şəhəri, Azərbaycan Prospekti"
270 000,Yeni tikili,13 / 19,3,var,"Bakı şəhəri, Gülarə Qədirbəyova küç."
131 000,Köhnə tikili,3 / 9,3,var,"Bakı şəhəri, Moskva pr"
172 000,Yeni tikili,13 / 17,3,var,"Bakı şəhəri, Həsən bəy Zərdabi küç"
79 000,Yeni tikili,5 / 6,3,yoxdur,"Xırdalan şəhəri,  Mehdi Hüseynzadə 88"
175 000,Köhnə tikili,8 / 9,3,var,"Bakı şəhəri, Zahid Xəlilov küç"
92 000,Yeni tikili,20 / 20,2,var,"Bakı şəhəri, Gəncə prospekti"
117 000,Köhnə tikili,8 / 9,2,var,"Bakı şəhəri, Azadlıq pr. 116"
125 000,Yeni tikili,12 / 17,2,var,"Bakı şəhəri, Məhəmməd Xiyabani küçəsi"
207 700,Yeni tikili,4 / 18,3,yoxdur,"Bakı şəhəri, A.Qurbanov kucesi"
118 000,Yeni tikili,11 / 12,3,var,"Bakı şəhəri, Əsəd Əhmədov küç "
80 000,Köhnə tikili,4 / 9,3,var,"Bakı şəhəri, Gəncə prospekti"
175 000,Köhnə tikili,6 / 9,3,var,"Bakı şəhəri, Aydın Məmmədov küç 26"
56 000,Yeni tikili,5 / 11,2,var,"Xırdalan şəhəri, H.Əliyev küç. "
145 000,Yeni tikili,12 / 20,2,yoxdur,"Bakı şəhəri, Ayaz Ismayilov küç. "
92 000,Yeni tikili,9 / 11,2,var,"Bakı şəhəri, Asif Məhərrəmov küç."
69 000,Yeni tikili,18 / 18,3,yoxdur,"Bakı şəhəri, Əsəd Əhmədov küç."
117 000,Köhnə tikili,1 / 9,3,var,"Bakı şəhəri, Mir Cəlal küçəsi 45"
117 000,Köhnə tikili,5 / 9,3,var,"Bakı şəhəri, Mir Cəlal küç."
161 000,Yeni tikili,5 / 18,2,var,"Bakı şəhəri, Həsənbəy Zərdabi küç "
67 500,Yeni tikili,2 / 9,3,yoxdur,"Bakı şəhəri, Əliağa Vahid küçəsi"
85 000,Yeni tikili,20 / 20,2,var,"Bakı şəhəri, Əsəd Əhmədov küçəsi"
242 000,Yeni tikili,2 / 4,4,var,"Bakı şəhəri, Badamdar şossesi 1"
200 000,Yeni tikili,4 / 16,3,yoxdur,"Bakı şəhəri, Mirəli Qaşqay küç."
92 000,Yeni tikili,5 / 6,3,yoxdur,"Xırdalan şəhəri, Nizami Gəncəvi küç"
108 000,Köhnə tikili,7 / 9,5,var,"Bakı şəhəri, Inqilab Ismayilov k.  "
176 000,Yeni tikili,12 / 13,4,var,"Bakı şəhəri, Dadaş Bunyatzade kuç 14"
302 000,Yeni tikili,7 / 7,3,yoxdur,"Bakı şəhəri, Mərkəzi Park küçəsi"
110 000,Köhnə tikili,9 / 9,2,var,"Bakı şəhəri, Atatürk pr. "
565 000,Yeni tikili,6 / 16,4,var,"Bakı şəhəri, Hüseyn Cavid pr 45"
76 500,Köhnə tikili,4 / 5,2,var,"Bakı şəhəri, Şərifzadə küç."
114 500,Köhnə tikili,3 / 5,3,var,"Bakı şəhəri, 1-ci massiv"
164 000,Yeni tikili,17 / 21,2,var,"Bakı şəhəri, S.Vəzirov küç."
79 000,Köhnə tikili,1 / 5,3,var,"Bakı şəhəri, R Abdullayev kuc 16"
174 000,Köhnə tikili,4 / 5,4,var,"Bakı şəhəri, Ağa Neymətulla küç."
78 000,Köhnə tikili,2 / 5,2,var,"Bakı şəhəri, 20 Yanvar küç. 1"
15 000,Köhnə tikili,9 / 9,1,var,"Bakı şəhəri, S.Axundov 4"
237 000,Yeni tikili,14 / 16,3,var,"Bakı şəhəri, Faiq Yusibov küç"
110 000,Köhnə tikili,2 / 5,2,var,"Bakı şəhəri, Ə.Rəcəbli küçəsi"
137 000,Yeni tikili,8 / 16,2,yoxdur,"Bakı şəhəri, Mir Cəlal küçəsi"
112 000,Köhnə tikili,3 / 5,3,var,"Bakı şəhəri, Elşən Süleymanov küçəsi"
95 000,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, Azadliq prospekti 132"
125 000,Yeni tikili,4 / 15,2,var,"Bakı şəhəri, M.Sənani küçəsi"
206 000,Yeni tikili,11 / 18,3,yoxdur,"Bakı şəhəri, Gülarə Qədirbəyova küç"
135 000,Yeni tikili,12 / 16,2,var,"Bakı şəhəri, Cavadxan küçəsi"
69 000,Köhnə tikili,1 / 9,2,var,"Bakı şəhəri, Məhəmməd Xiyabani küç"
88 000,Köhnə tikili,3 / 9,2,yoxdur,"Bakı şəhəri, Məhəmməd Hadi küç."
134 900,Yeni tikili,15 / 20,3,var,"Bakı şəhəri,  Telnov küçəsi"
206 000,Köhnə tikili,2 / 5,3,var,"Bakı şəhəri, Xəqani küç."
81 500,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, Mirmahmud Kazımovski küçəsi"
255 000,Yeni tikili,11 / 22,4,var,"Bakı şəhəri, Moskva prospekti"
125 000,Yeni tikili,5 / 19,2,yoxdur,"Bakı şəhəri, Gəncə prospekti"
265 000,Yeni tikili,15 / 16,3,var,"Bakı şəhəri, Həsənoğlu küç."
73 000,Yeni tikili,6 / 19,1,yoxdur,"Bakı şəhəri, Gəncə prospekti 29/30"
124 000,Yeni tikili,12 / 17,2,var,"Bakı şəhəri, Əsəd Əhmədov küç."
330 000,Yeni tikili,15 / 16,3,var,"Bakı şəhəri, Təbriz küç."
117 000,Yeni tikili,6 / 16,2,yoxdur,"Bakı şəhəri, Əliyar Əliyev k."
190 000,Köhnə tikili,3 / 5,4,var,"Bakı şəhəri, Parlament pr."
215 000,Yeni tikili,4 / 18,4,var,"Bakı şəhəri, Elşən Süleymanov küçəsi."
330 000,Yeni tikili,10 / 18,3,var,"Bakı şəhəri, Fuad İbrahimbəyov küçəsi"
235 000,Yeni tikili,13 / 17,3,var,"Bakı şəhəri, Atatürk prospekti"
265 000,Yeni tikili,7 / 22,4,var,"Bakı şəhəri, Xan Şuşinski küç"
122 400,Yeni tikili,2 / 18,3,yoxdur,"Bakı şəhəri, Çobanzadə küç."
115 000,Köhnə tikili,3 / 5,3,var,"Bakı şəhəri, Mirəli Seyidov  küç   "
145 000,Yeni tikili,10 / 12,3,var,"Bakı şəhəri, Azadlıq pr."
220 000,Yeni tikili,7 / 18,3,var,"Bakı şəhəri, Abbas Mirzə Şərifzadə 196"
157 000,Yeni tikili,17 / 19,3,var,"Bakı şəhəri, Süleyman Sani Axundov küç"
250 000,Yeni tikili,3 / 17,4,yoxdur,"Bakı şəhəri, Mirəli Qaşqay küç."
99 000,Yeni tikili,6 / 18,2,var,"Bakı şəhəri, Adil Məmmədov küçəsi ev 11 "
175 000,Yeni tikili,6 / 16,2,var,"Bakı şəhəri, Babək pr. "
210 000,Yeni tikili,3 / 17,3,var,"Bakı şəhəri, Həsən Əliyev küçəsi"
147 000,Yeni tikili,12 / 17,3,var,"Bakı şəhəri, Məhəmməd Xiyabani küçəsi"
288 000,Yeni tikili,9 / 17,3,yoxdur,"Bakı şəhəri, H.Əliyev küç."
207 000,Yeni tikili,2 / 17,3,var,"Bakı şəhəri, Qara Qarayev pr."
30 000,Yeni tikili,10 / 17,1,yoxdur,"Xırdalan şəhəri, Heydər Əliyev prospekti 167"
122 000,Köhnə tikili,4 / 5,3,var,"Bakı şəhəri, Zərdabi pr."
74 000,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, Əliisgəndər İsgəndərov küçəsi"
225 000,Yeni tikili,9 / 23,4,yoxdur,"Bakı şəhəri, 2 ci Alatava küç."
265 000,Yeni tikili,5 / 18,4,yoxdur,"Bakı şəhəri, Elşən Süleymanov küç."
150 000,Yeni tikili,5 / 19,3,yoxdur,"Bakı şəhəri, Gence prospekti"
168 000,Yeni tikili,17 / 17,3,var,"Bakı şəhəri, Sadıqcan küç.,"
290 000,Yeni tikili,16 / 17,4,var,"Bakı şəhəri, Maqsud Əlizadə küç."
126 000,Yeni tikili,8 / 14,2,yoxdur,"Bakı şəhəri, Özbəkistan küç. "
160 000,Yeni tikili,13 / 18,3,var,"Bakı şəhəri, 20 Yanvar küç."
78 000,Yeni tikili,3 / 16,3,yoxdur,"Xırdalan şəhəri, H.Əliyev pr. 128"
380 000,Yeni tikili,10 / 18,3,var,"Bakı şəhəri, Cəfər Cabbarlı küç."
115 000,Yeni tikili,11 / 24,2,var,"Bakı şəhəri, H.Zerdabi 55"
235 000,Yeni tikili,4 / 20,3,var,"Bakı şəhəri, H.Zərdabi küç."
1 290 000,Yeni tikili,16 / 16,9,var,"Bakı şəhəri, Əhməd Rəcəbli küç."
315 000,Yeni tikili,3 / 17,4,var,"Bakı şəhəri, Qəzənfər Musabəyov küç."
170 000,Yeni tikili,17 / 18,3,var,"Bakı şəhəri, Akim Abbasov küç."
270 000,Yeni tikili,17 / 18,3,var,"Bakı şəhəri, Atatürk pr."
150 000,Köhnə tikili,2 / 9,4,var,"Bakı şəhəri, Ceyhun Səlimov küç. 9"
130 000,Yeni tikili,4 / 10,3,var,"Bakı şəhəri, Cavanşir 19 mənzil 14 "
450 000,Yeni tikili,7 / 16,4,var,"Bakı şəhəri, Şamil Əzizbəyov küçəsi"
105 000,Yeni tikili,14 / 17,2,yoxdur,"Bakı şəhəri, Şirin Mirzəyev küç 23"
45 000,Yeni tikili,8 / 10,2,var,"Bakı şəhəri, Üzeyir Hacıbəyov küç."
93 500,Köhnə tikili,5 / 10,2,var,"Bakı şəhəri, 8 Noyabr prospekti"
110 000,Yeni tikili,3 / 19,2,var,"Bakı şəhəri, Gəncə prospekti 2930"
90 000,Yeni tikili,4 / 19,1,var,"Bakı şəhəri, ул.Алияр Алиева 29"
320 000,Yeni tikili,11 / 18,4,var,"Bakı şəhəri, Pr.Mətbuat 45"
93 000,Yeni tikili,9 / 12,2,var,"Bakı şəhəri, Əsəd Əhmədov küç"
175 000,Yeni tikili,12 / 16,3,var,"Bakı şəhəri, Mircəlal küç"
88 500,Yeni tikili,6 / 9,1,yoxdur,"Bakı şəhəri, Mehdi Mehdizadə küçəsi"
180 000,Yeni tikili,2 / 16,3,var,"Bakı şəhəri, Şərifzadə küçəsi"
158 000,Yeni tikili,13 / 22,3,var,"Bakı şəhəri, Təbriz küçəsi"
185 000,Yeni tikili,5 / 5,3,var,"Bakı şəhəri, Balababa Məcidov küçəsi"
125 000,Yeni tikili,12 / 17,2,yoxdur,"Bakı şəhəri, M.Sənani küç. 56"
75 000,Köhnə tikili,8 / 9,1,var,"Bakı şəhəri, Fətəli Xan Xoyski küç."
170 000,Köhnə tikili,3 / 4,3,var,"Bakı şəhəri, Şəfayət Mehdiyev küç."
87 000,Yeni tikili,8 / 20,2,var,"Bakı şəhəri, Telnov Küçəsi."
155 000,Köhnə tikili,4 / 9,3,var,"Bakı şəhəri, Qəzənfər Musabəyov küç."
75 000,Yeni tikili,14 / 16,3,var,"Xırdalan şəhəri, Heydər ƏLİYEV prospekti "
135 000,Yeni tikili,7 / 19,3,var,"Bakı şəhəri, Lütfüzadə küc"
155 000,Yeni tikili,20 / 21,3,yoxdur,"Bakı şəhəri, Əsəd Əhmədov küçəsi"
180 000,Köhnə tikili,2 / 5,4,var,"Bakı şəhəri, Fətəlixan Xoyski küçəsi"
99 000,Yeni tikili,2 / 6,3,var,"Bakı şəhəri, İstiqlaliyyət küçəsi "
70 000,Yeni tikili,5 / 8,3,yoxdur,"Xırdalan şəhəri, H.Əliyev pr."
87 000,Yeni tikili,9 / 12,3,yoxdur,"Bakı şəhəri, Gəncə pr. "
248 000,Yeni tikili,16 / 17,3,var,"Bakı şəhəri, Mövsüm Sənani 55"
145 000,Yeni tikili,4 / 16,2,var,"Bakı şəhəri, Həsən Əliyev Küçəsi"
