Qiymet,Kategoriya,Mertebe,Otaq,Kupca,Seher
175 000,Yeni tikili,6 / 18,2,yoxdur,"Bakı şəhəri, Mirəli Qaşqay küçəsi"
165 000,Köhnə tikili,3 / 9,4,var,"Bakı şəhəri, Akim Abbasov küç."
133 000,Yeni tikili,15 / 18,2,var,"Bakı şəhəri, Əlyar Əliyev küç 51-59"
230 000,Yeni tikili,9 / 18,3,var,"Bakı şəhəri, Əlif Hacıyev küç. 15"
80 000,Yeni tikili,11 / 16,3,yoxdur,"Xırdalan şəhəri, H.Əliyev prospekti"
1 100 000,Yeni tikili,14 / 18,6,var,"Bakı şəhəri, Xətai Prospekti"
210 000,Yeni tikili,7 / 17,2,var,"Bakı şəhəri, Möhsün Sənani küçəsi"
92 000,Yeni tikili,2 / 10,2,var,"Bakı şəhəri, Seyyid Əzim Şirvani küç 1b"
40 000,Köhnə tikili,4 / 5,3,var,"Bakı şəhəri, Zığ şossesi "
150 000,Köhnə tikili,3 / 9,3,var,"Bakı şəhəri, Şərifzadə küç."
220 000,Köhnə tikili,3 / 5,3,var,"Bakı şəhəri, Nizami küç."
280 000,Yeni tikili,6 / 17,4,var,"Bakı şəhəri, İsmayıl bəy Qutqaşınlı küç"
173 500,Yeni tikili,7 / 14,3,var,"Bakı şəhəri, Necef Nerimanov 19"
131 000,Yeni tikili,3 / 15,3,var,"Bakı şəhəri, Sarayevo küçəsi"
120 000,Köhnə tikili,2 / 5,2,var,"Bakı şəhəri, Vaqif pr 7"
125 000,Yeni tikili,8 / 13,2,var,"Bakı şəhəri, Bəhruz Nuriyev küç"
115 000,Yeni tikili,3 / 16,2,var,"Bakı şəhəri, Neapol küçəsi"
94 000,Köhnə tikili,3 / 9,2,var,"Bakı şəhəri, Əcəmi Naxçıvani küç."
155 000,Köhnə tikili,1 / 9,5,var,"Bakı şəhəri, R.Məmmədov küç."
128 000,Köhnə tikili,5 / 9,3,var,"Bakı şəhəri, Ağa Neymətulla küç."
280 000,Yeni tikili,10 / 17,3,var,"Bakı şəhəri, Babək pr"
76 000,Köhnə tikili,1 / 5,2,var,"Bakı şəhəri, Mir Cəlal küç."
190 000,Köhnə tikili,2 / 5,4,var,"Bakı şəhəri, Ağa Neymətulla küç."
420 000,Yeni tikili,15 / 17,4,var,"Bakı şəhəri, Sabit Orucov küçəsi"
119 000,Köhnə tikili,5 / 9,3,var,"Bakı şəhəri, Mir Cəlal küç."
110 000,Yeni tikili,18 / 18,2,var,"Bakı şəhəri, General Həmidov küç."
115 000,Yeni tikili,13 / 18,2,var,"Bakı şəhəri, Bəkir Çobanzadə 53B"
280 000,Yeni tikili,17 / 19,4,var,"Bakı şəhəri, H.Əliyev küçəsi"
160 000,Köhnə tikili,2 / 5,4,var,"Bakı şəhəri, Ismayıl Məmmədov küç."
122 000,Yeni tikili,16 / 17,3,var,"Bakı şəhəri, Rizvan Teymurov küç. "
97 000,Köhnə tikili,2 / 5,2,var,"Bakı şəhəri, Atatürk prospekti 126"
99 500,Yeni tikili,7 / 16,2,yoxdur,"Bakı şəhəri, Seyid Əzim Şirvani küçəsi"
175 000,Yeni tikili,5 / 24,3,var,"Bakı şəhəri, Möhsün Sənani küçəsi "
163 000,Yeni tikili,2 / 16,3,yoxdur,"Bakı şəhəri, Məhsəti Gəncəvi küçəsi"
135 000,Yeni tikili,5 / 14,3,var,"Xırdalan şəhəri, H.Əliyev pr."
110 000,Yeni tikili,8 / 17,3,var,"Bakı şəhəri, Məhəmməd Hadi küç."
235 000,Yeni tikili,4 / 18,3,var,"Bakı şəhəri, Maqsud Əlizadə küçəsi"
224 000,Yeni tikili,3 / 15,4,var,"Bakı şəhəri, Xocalı pr."
210 000,Yeni tikili,4 / 17,3,var,"Bakı şəhəri, Şərifzadə kucəsi"
125 000,Köhnə tikili,4 / 5,3,var,"Bakı şəhəri, Teymur Elçin küç"
192 000,Yeni tikili,16 / 18,2,yoxdur,"Bakı şəhəri, Azadlıq pr. "
96 000,Köhnə tikili,8 / 9,3,var,"Bakı şəhəri, Adil Məmmədov küç."
490 000,Yeni tikili,8 / 18,4,var,"Bakı şəhəri, R.Behbudov kucesi 33"
100 000,Yeni tikili,4 / 14,2,var,"Bakı şəhəri, Dadaş Bünyadzadə küç."
79 000,Yeni tikili,16 / 18,2,var,"Bakı şəhəri, Əsəd Əhmədov küç."
390 000,Yeni tikili,14 / 17,4,var,"Bakı şəhəri, Zahid Xəlilov küç"
324 000,Yeni tikili,6 / 18,4,yoxdur,"Bakı şəhəri, Fizuli küç "
300 000,Yeni tikili,7 / 17,4,var,"Bakı şəhəri, Ceyhunbəy Hacıbəyli küç 115"
300 000,Yeni tikili,8 / 8,4,var,"Bakı şəhəri, Xətai r-nu.Ağ şəhər. Mərkəzi Park Kvartalı"
96 000,Yeni tikili,8 / 14,2,yoxdur,"Bakı şəhəri, Ramiz Quliyev küç. 36"
140 000,Yeni tikili,9 / 13,3,var,"Xırdalan şəhəri, Həsən Əliyev pr.ev93 menzil 99"
81 000,Köhnə tikili,1 / 5,2,var,"Bakı şəhəri, Hüseyinbala Aliyev kucesi 42"
300 000,Yeni tikili,5 / 10,3,var,"Bakı şəhəri, Koroglu Rahimov 98"
145 000,Köhnə tikili,9 / 9,5,var,"Bakı şəhəri, Babək prospekti"
128 000,Köhnə tikili,2 / 5,3,var,"Bakı şəhəri, Hüseyn Cavid pr"
130 000,Köhnə tikili,4 / 4,3,var,"Bakı şəhəri, Heydər Əliyev pr. "
156 900,Yeni tikili,10 / 12,3,var,"Bakı şəhəri, Məhəmməd Hadi küçəsi"
123 000,Köhnə tikili,3 / 5,3,var,"Bakı şəhəri, X.Məmmədov  küçəsi"
67 500,Yeni tikili,5 / 6,3,yoxdur,"Bakı şəhəri, İstiqlaliyyət küç"
370 000,Yeni tikili,12 / 16,4,var,"Bakı şəhəri, Mirəli Qasqay küç 5"
130 000,Köhnə tikili,7 / 9,3,var,"Bakı şəhəri, Cavadxan küç."
144 000,Yeni tikili,6 / 16,3,var,"Bakı şəhəri, Gəncə pr."
142 000,Yeni tikili,12 / 16,3,yoxdur,"Bakı şəhəri, Əsəd Əhmədov küçəsi"
395 000,Yeni tikili,10 / 15,4,var,"Bakı şəhəri, Izzət Həmidov 3 , mənzil 27"
380 000,Yeni tikili,6 / 8,4,var,"Bakı şəhəri,  Əlisgəndər İsgəndərov 37 A"
85 000,Yeni tikili,3 / 12,3,yoxdur,"Xırdalan şəhəri, H.Əliyev pr."
165 000,Yeni tikili,4 / 17,3,yoxdur,"Bakı şəhəri, Mikayıl Müşviq küç. "
103 000,Köhnə tikili,2 / 9,3,var,"Bakı şəhəri, Massiv V ev 30"
122 000,Yeni tikili,14 / 20,1,yoxdur,"Bakı şəhəri, Nəcəfqulu Rəfiyev 45"
389 000,Yeni tikili,4 / 16,4,var,"Bakı şəhəri, Fəxrəddin Əsədov küçəsi"
227 000,Yeni tikili,13 / 17,3,yoxdur,"Bakı şəhəri, Əbdülvahab Salamzadə küç."
225 000,Yeni tikili,5 / 16,3,var,"Bakı şəhəri, Q.Quliyev küç."
103 000,Yeni tikili,5 / 17,2,var,"Bakı şəhəri, Məhəmməd Hadi küçəsi 45"
165 000,Yeni tikili,6 / 17,3,yoxdur,"Bakı şəhəri, Azadlıq pr, "
175 000,Köhnə tikili,5 / 7,3,var,"Bakı şəhəri, 8 Noyabr pr."
350 000,Yeni tikili,19 / 21,4,var,"Bakı şəhəri, M.Sənani küç."
125 000,Köhnə tikili,5 / 9,3,var,"Bakı şəhəri, Əsəd Əhmədov küç. 12c"
87 500,Yeni tikili,6 / 17,2,var,"Bakı şəhəri, S.S.Axundov küçəsi ev 280"
219 000,Yeni tikili,20 / 24,3,var,"Bakı şəhəri, Süleyman Vəzirov küçəsi"
145 000,Yeni tikili,14 / 16,3,var,"Bakı şəhəri, Q. Nəbi küçəsi"
58 000,Köhnə tikili,2 / 2,4,yoxdur,"Bakı şəhəri, Zabrat-2 qəs"
185 000,Yeni tikili,14 / 18,3,var,"Bakı şəhəri, Badamdar şossesi"
92 000,Köhnə tikili,4 / 5,5,var,"Bakı şəhəri, Qabil Süleymanov k."
250 000,Yeni tikili,10 / 16,3,var,"Bakı şəhəri, A.Heydərov küçəsi"
215 800,Yeni tikili,14 / 17,3,var,"Bakı şəhəri, Nəcəfqulu Rəfiyev küçəsi 57"
97 000,Yeni tikili,1 / 14,2,var,"Bakı şəhəri, Məhəmməd Xiyabani küç."
850 000,Yeni tikili,7 / 18,5,var,"Bakı şəhəri, Rəşid Behbudov küç."
117 000,Yeni tikili,11 / 16,2,var,"Bakı şəhəri, N.Tusi küç."
285 000,Yeni tikili,13 / 16,3,var,"Bakı şəhəri, Mətbuat prospekti 5"
141 000,Yeni tikili,11 / 16,3,var,"Bakı şəhəri, Məhhəməd Hadi  k."
315 000,Yeni tikili,16 / 18,4,var,"Bakı şəhəri, S.Vurğun 56"
128 000,Yeni tikili,12 / 13,3,var,"Gəncə şəhəri, Məhrəsə Bağı 94/2"
257 000,Yeni tikili,10 / 17,3,yoxdur,"Bakı şəhəri, H.Sarabski 26"
132 000,Köhnə tikili,4 / 5,2,var,"Bakı şəhəri, Ş. Qurbanov küç."
225 000,Yeni tikili,5 / 17,3,var,"Bakı şəhəri, Tbilisi pr. "
75 000,Köhnə tikili,3 / 9,2,var,"Bakı şəhəri, M.Kazımovski küç."
131 000,Köhnə tikili,2 / 10,3,var,"Bakı şəhəri, Əsəd Əhmədov küç"
260 000,Yeni tikili,14 / 18,4,var,"Bakı şəhəri, K.Rəhimov küç. 100"
147 000,Yeni tikili,12 / 12,3,var,"Bakı şəhəri, Əsəd Əhmədov küçəsi"
270 000,Yeni tikili,11 / 17,3,var,"Bakı şəhəri, İbrahim İbrahimov küç"
108 000,Yeni tikili,4 / 18,3,var,"Bakı şəhəri, Abay Kunanbayev kucesi"
415 000,Yeni tikili,13 / 16,4,var,"Bakı şəhəri, N.Rəfiyev küç.78"
117 000,Köhnə tikili,3 / 9,3,var,"Bakı şəhəri, M.Cəlal küçəsi 55"
500 000,Yeni tikili,9 / 16,4,var,"Bakı şəhəri, Mirəli Qaşqay küç."
78 000,Köhnə tikili,1 / 5,2,var,"Bakı şəhəri, Asif Məhərrəmov küç. "
320 000,Yeni tikili,3 / 17,4,var,"Bakı şəhəri, Q.Musabekov küç."
125 000,Yeni tikili,10 / 22,2,var,"Bakı şəhəri, Həsən bəy Zərdabi küçəsi "
71 000,Yeni tikili,3 / 17,1,var,"Bakı şəhəri, X.Məmmədov küç.,"
245 000,Yeni tikili,11 / 18,3,var,"Bakı şəhəri, H.Zərdabi 86"
98 000,Yeni tikili,12 / 17,2,var,"Bakı şəhəri, Hüseynbala Əliyev küçəsi"
118 000,Yeni tikili,5 / 17,2,var,"Bakı şəhəri, Ул. Ак. Г. Алиева 7"
120 000,Köhnə tikili,9 / 9,5,var,"Bakı şəhəri, Qara Qarayev prospekti"
189 000,Yeni tikili,2 / 9,2,var,"Bakı şəhəri, İbrahim Paşa Dadaşov küç."
310 000,Yeni tikili,8 / 17,4,var,"Bakı şəhəri, Həsən Əliyev Küçəsi"
230 000,Yeni tikili,12 / 17,3,var,"Bakı şəhəri, Mirəli Seyidov küçəsi "
1 958 350,Yeni tikili,3 / 7,8,var,"Bakı şəhəri, Xanlar küçəsi"
89 089,Yeni tikili,8 / 16,2,yoxdur,"Bakı şəhəri, H.Ağayev küç."
85 000,Yeni tikili,9 / 14,2,yoxdur,"Bakı şəhəri, Əsəd Əhmədov küç."
118 000,Yeni tikili,2 / 16,3,var,"Bakı şəhəri, Məmmədəli Şərifli 55"
110 000,Yeni tikili,12 / 18,3,var,"Bakı şəhəri, Əsəd Əhmədov 6 A"
240 000,Yeni tikili,4 / 18,3,var,"Bakı şəhəri, Əsəd Əhmədov küçəsi "
188 000,Yeni tikili,17 / 19,3,var,"Bakı şəhəri, A.M.Şərifzadə küçəsi "
800 000,Yeni tikili,14 / 20,6,var,"Bakı şəhəri, Abdulla Şaiq küçəsi"
255 000,Yeni tikili,13 / 13,4,var,"Bakı şəhəri, 20 Yanvar küç, "
106 000,Yeni tikili,14 / 18,2,yoxdur,"Bakı şəhəri, Qurban Primov küç."
370 000,Yeni tikili,11 / 17,3,var,"Bakı şəhəri, Mətbuat pr.21"
100 000,Yeni tikili,18 / 19,2,var,"Bakı şəhəri, Gəncə prospekti"
370 000,Yeni tikili,6 / 6,4,var,"Bakı şəhəri, 8 Noyabr prospekti"
159 500,Yeni tikili,3 / 16,2,yoxdur,"Bakı şəhəri, Möhsün Sənani küç."
530 000,Yeni tikili,5 / 7,4,var,"Bakı şəhəri, 1-ci Yaşıl ada küçəsi 24 A"
66 000,Yeni tikili,11 / 12,2,yoxdur,"Bakı şəhəri, U.Əkbərov küç."
147 000,Yeni tikili,8 / 12,3,var,"Bakı şəhəri, Dadaş Bunyadzadə küç"
138 000,Yeni tikili,6 / 17,3,var,"Bakı şəhəri, Hezi Aslanov Metrosunun Cixisi Mehemmed Hadi kucesi"
138 000,Yeni tikili,16 / 19,2,var,"Bakı şəhəri, Mircəlal k."
110 000,Köhnə tikili,5 / 5,3,var,"Bakı şəhəri, Mehdi Hüseyn küç."
195 000,Yeni tikili,10 / 16,5,var,"Bakı şəhəri, Xiyabani kuc"
87 500,Yeni tikili,20 / 21,3,var,"Bakı şəhəri, Natavan küç."
115 000,Yeni tikili,8 / 12,2,var,"Bakı şəhəri, 20 Yanvar küç."
132 000,Yeni tikili,10 / 18,3,yoxdur,"Bakı şəhəri, Moskva prospekti"
183 000,Yeni tikili,13 / 17,2,yoxdur,"Bakı şəhəri, Z. Xəlilov küç"
260 000,Yeni tikili,15 / 16,4,var,"Bakı şəhəri, Süleyman Vəzirov küçəsi"
106 000,Yeni tikili,3 / 18,2,yoxdur,"Bakı şəhəri, Gəncə prospekti"
185 000,Yeni tikili,9 / 16,3,var,"Bakı şəhəri, Kamil Balakişiyev küç 7"
138 000,Yeni tikili,13 / 17,2,yoxdur,"Bakı şəhəri, Təbriz küç."
385 000,Yeni tikili,4 / 7,4,var,"Bakı şəhəri, Mərkəzi Bulvar küç. 1"
169 000,Yeni tikili,3 / 16,3,var,"Bakı şəhəri, M.Cəlal küç"
85 000,Yeni tikili,15 / 15,2,var,"Bakı şəhəri, A.M Şərifzadə küçəsi "
205 000,Yeni tikili,11 / 27,3,yoxdur,"Bakı şəhəri, Tbilisi prospekti"
209 000,Yeni tikili,11 / 18,3,yoxdur,"Bakı şəhəri, S.Orucov 34"
260 000,Yeni tikili,15 / 19,3,var,"Bakı şəhəri, Məhəmməd Naxçivani küç"
220 000,Yeni tikili,6 / 17,2,var,"Bakı şəhəri, Salatın Əsgərova küç."
88 000,Yeni tikili,6 / 16,1,yoxdur,"Bakı şəhəri, Əliyar Əliyev küç.  "
155 000,Yeni tikili,11 / 19,2,yoxdur,"Bakı şəhəri, Azadlıq prospekti "
129 000,Yeni tikili,4 / 18,2,yoxdur,"Bakı şəhəri, Qara Qarayev prospekti"
194 810,Yeni tikili,7 / 15,2,yoxdur,"Bakı şəhəri, Təbriz və İ.Həsənoğlu küç. kəsişməsi"
88 000,Köhnə tikili,1 / 5,3,var,"Bakı şəhəri, Neapol küç."
73 000,Köhnə tikili,1 / 9,3,var,"Bakı şəhəri, Yeni Günəşli qəş massiv d"
38 500,Yeni tikili,4 / 7,1,yoxdur,"Xırdalan şəhəri, Heydər Əliyev pr. "
160 000,Yeni tikili,4 / 6,2,var,"Bakı şəhəri, Atatürk Prospekti"
40 000,Köhnə tikili,1 / 5,1,var,"Bakı şəhəri, Mehmandarov 42 "
82 000,Köhnə tikili,9 / 9,3,var,"Bakı şəhəri, M.Hadi 89"
190 000,Yeni tikili,10 / 16,2,yoxdur,"Bakı şəhəri, Koroğlu Rəhimov küçəsi - 54"
216 000,Yeni tikili,5 / 17,3,var,"Bakı şəhəri, Özbəkistan küç. "
750 000,Yeni tikili,14 / 16,4,var,"Bakı şəhəri, H.Cavid pr 11"
368 900,Yeni tikili,15 / 17,4,var,"Bakı şəhəri,  Təbriz küç. 794"
160 000,Yeni tikili,3 / 17,3,yoxdur,"Bakı şəhəri, Təbriz küçəsi"
97 000,Köhnə tikili,5 / 5,2,var,"Bakı şəhəri, Zahid Qəmbərov küçəsi"
92 000,Köhnə tikili,2 / 5,2,var,"Bakı şəhəri, Alı Mustafayev küçəsi"
68 000,Yeni tikili,17 / 19,2,var,"Bakı şəhəri, Y.Əliyev küç"
270 000,Yeni tikili,12 / 17,4,var,"Bakı şəhəri, N.Yusifbəyli küç. 78"
225 000,Yeni tikili,24 / 27,3,yoxdur,"Bakı şəhəri, Tbilisi pr. "
98 000,Yeni tikili,10 / 15,2,var,"Bakı şəhəri, Rüstəm Rüstəmov küçəsi"
670 000,Yeni tikili,12 / 12,4,var,"Bakı şəhəri, Aşıq Alı küçəsi"
125 000,Yeni tikili,15 / 17,2,yoxdur,"Bakı şəhəri, Xan Şuşinski küç."
208 000,Yeni tikili,19 / 19,3,var,"Bakı şəhəri, улица  28 май"
100 000,Köhnə tikili,7 / 9,2,var,"Bakı şəhəri, Atatürk prospekti"
100 000,Yeni tikili,7 / 16,2,var,"Bakı şəhəri, Rüstəm Rüstəmov küç"
95 000,Yeni tikili,8 / 16,2,var,"Xırdalan şəhəri, Qalubiyyə küç"
277 000,Yeni tikili,16 / 21,4,yoxdur,"Bakı şəhəri, Abdulla Şaiq küç."
650 000,Yeni tikili,14 / 18,4,var,"Bakı şəhəri, Səməd Vurğun küçəsi "
385 000,Yeni tikili,12 / 22,3,var,"Bakı şəhəri, С.ВУРГУНА"
249 000,Yeni tikili,10 / 18,3,var,"Bakı şəhəri, Zahid Xəlilov küç "
102 000,Yeni tikili,4 / 12,2,var,"Bakı şəhəri, Əsəd Əhmədov küçəsi 5588"
268 000,Yeni tikili,9 / 17,4,yoxdur,"Bakı şəhəri, İmran Qasımov küçəsi"
325 000,Yeni tikili,13 / 17,3,var,"Bakı şəhəri, Hüseyn Cavid pr."
198 000,Yeni tikili,17 / 20,2,var,"Bakı şəhəri, S.Orucov küç."
308 000,Yeni tikili,8 / 18,3,var,"Bakı şəhəri, Sabit Orucov küç."
118 000,Köhnə tikili,3 / 9,3,yoxdur,"Bakı şəhəri,  Cavanşir küçəsi "
155 000,Köhnə tikili,5 / 12,3,var,"Bakı şəhəri, Azadlıq pr. "
125 000,Yeni tikili,7 / 11,2,yoxdur,"Bakı şəhəri, Qarabağ k."
57 000,Köhnə tikili,9 / 9,1,var,"Bakı şəhəri, 8 Noyabr pr."
95 000,Köhnə tikili,2 / 5,2,var,"Bakı şəhəri, E Süleymanov küç 50 m 75"
450 000,Yeni tikili,9 / 16,4,var,"Bakı şəhəri, Həsənoğlu küç."
67 000,Köhnə tikili,1 / 1,4,var,"Bakı şəhəri, Ö. F. Nemanzzade 27"
97 000,Köhnə tikili,4 / 9,3,var,"Bakı şəhəri, M.Şərifli 105"
215 000,Yeni tikili,4 / 16,4,yoxdur,"Bakı şəhəri, Ağa Nemətulla küç. "
215 000,Yeni tikili,6 / 19,3,var,"Bakı şəhəri, Həsən Əliyev küç."
245 000,Yeni tikili,8 / 10,3,var,"Bakı şəhəri, Zahid Xəlilov küç. 26"
350 000,Yeni tikili,12 / 17,3,var,"Bakı şəhəri, Faiq Yusifov küç. "
80 000,Yeni tikili,12 / 16,2,var,"Bakı şəhəri, General Şıxlinski küç."
50 009,Köhnə tikili,2 / 4,1,var,"Bakı şəhəri, N.Nərmanov küç."
125 000,Yeni tikili,9 / 18,2,yoxdur,"Bakı şəhəri, Qara Qarayev prospekti"
175 000,Yeni tikili,7 / 18,3,var,"Bakı şəhəri, Cəfər Xəndan küçəsi "
150 000,Yeni tikili,13 / 13,6,var,"Bakı şəhəri, Kenar dairevi yol"
75 000,Köhnə tikili,1 / 3,2,var,"Bakı şəhəri, Vidadi küçəsi"
75 000,Köhnə tikili,2 / 2,2,var,"Bakı şəhəri, İsaqzadə k."
170 000,Yeni tikili,5 / 17,3,var,"Bakı şəhəri, Məhəmməd Hadi küçəsi"
165 000,Köhnə tikili,3 / 9,4,var,"Bakı şəhəri, M.Hadi 121"
320 000,Yeni tikili,14 / 18,4,var,"Bakı şəhəri, Çəmənzəminli küç."
82 000,Köhnə tikili,5 / 5,2,var,"Bakı şəhəri, Naxçıvanski küçəsi ev 61 mənzil 11"
108 000,Yeni tikili,8 / 16,2,yoxdur,"Bakı şəhəri, Elşən Süleymanov küç"
110 000,Köhnə tikili,4 / 5,2,var,"Bakı şəhəri, Əliağa Kürçaylı küç. "
115 900,Yeni tikili,6 / 17,2,yoxdur,"Bakı şəhəri, Tofiq Abbasov küç."
179 800,Yeni tikili,9 / 22,3,var,"Bakı şəhəri, Moskva pr."
215 000,Yeni tikili,7 / 16,2,var,"Bakı şəhəri, Süleyman Vəzirov küçəsi"
270 000,Yeni tikili,14 / 17,3,yoxdur,"Bakı şəhəri, Səməd Vurğun küçəsi  55"
233 658,Yeni tikili,9 / 11,3,yoxdur,"Bakı şəhəri, Əbdülvahab Salamzadə küç. 31"
143 000,Yeni tikili,20 / 20,2,yoxdur,"Bakı şəhəri, Zahid Xəlilov küçəsi"
280 000,Yeni tikili,13 / 14,3,var,"Bakı şəhəri, Natiq Şahbazov küç. 36. mənzil 109. Blok 1"
144 000,Köhnə tikili,6 / 10,3,var,"Bakı şəhəri, Koroğlu Rəhimov küç."
165 000,Köhnə tikili,3 / 3,2,var,"Bakı şəhəri, L.Tolstoy küç."
105 000,Köhnə tikili,4 / 4,2,var,"Bakı şəhəri, Azadlıq pr. 25"
175 000,Yeni tikili,7 / 7,3,yoxdur,"Bakı şəhəri, Abay Kunanbayev 22 /22"
120 000,Yeni tikili,4 / 8,2,yoxdur,"Bakı şəhəri, Həsən Əliyev küç."
142 600,Yeni tikili,3 / 16,2,var,"Bakı şəhəri, Nəsib Bəy Yusifbəyli küçəsi"
155 000,Köhnə tikili,3 / 9,3,var,"Bakı şəhəri, Əhmədbəy Ağayev küç"
100 000,Yeni tikili,6 / 17,2,var,"Bakı şəhəri, Mir Cəlal  küç."
190 000,Yeni tikili,10 / 16,2,yoxdur,"Bakı şəhəri, Balaəmi Dadaşov küç."
184 000,Yeni tikili,15 / 17,3,var,"Bakı şəhəri, Özbəkistan küç. 7"
188 000,Yeni tikili,6 / 15,2,var,"Bakı şəhəri, Nəcəfqulu Rəfiyev k."
110 000,Köhnə tikili,2 / 5,4,var,"Xırdalan şəhəri, 28-ci məhəllə"
230 000,Yeni tikili,15 / 16,3,var,"Bakı şəhəri, Süleyman Rüstəm küç."
92 000,Yeni tikili,15 / 17,3,yoxdur,"Bakı şəhəri, Lütfizadə küçəsi"
265 000,Yeni tikili,3 / 15,3,var,"Bakı şəhəri, Həsənoğlu küç"
165 000,Köhnə tikili,3 / 9,4,var,"Bakı şəhəri, Məhəmməd Hadi küç."
67 000,Köhnə tikili,4 / 4,2,var,"Bakı şəhəri, Oskar Əfəndiyev küç. 3 m 35"
259 000,Yeni tikili,11 / 16,3,var,"Bakı şəhəri, Xocalı pr "
206 500,Yeni tikili,6 / 8,3,yoxdur,"Bakı şəhəri, Mərkəzi Bulvar küçəsi"
165 000,Yeni tikili,8 / 17,4,var,"Bakı şəhəri, Məhəmməd Hadi küçəsi "
1 100 000,Yeni tikili,12 / 24,4,var,"Bakı şəhəri, 8 Noyabr prospekti"
96 000,Yeni tikili,13 / 20,2,var,"Bakı şəhəri, Əsəd Əhmədov küç"
166 000,Köhnə tikili,4 / 4,2,var,"Bakı şəhəri, Xəqani küçəsi"
395 000,Yeni tikili,12 / 16,3,var,"Bakı şəhəri, Mirəli Qaşqay küçəsi "
70 000,Yeni tikili,2 / 16,2,yoxdur,"Bakı şəhəri, Samir Cəfərov küç 20 12E m6"
170 000,Köhnə tikili,3 / 3,1,var,"Bakı şəhəri, Nizami küç. 22 m 44"
116 000,Yeni tikili,13 / 16,3,var,"Bakı şəhəri, Samir Cəfərov k."
138 000,Yeni tikili,8 / 17,2,yoxdur,"Bakı şəhəri, Balaəmi Dadaşov küçəsi"
195 000,Yeni tikili,7 / 10,3,var,"Bakı şəhəri, Şərifzadə küç."
230 000,Yeni tikili,1 / 7,5,var,"Bakı şəhəri, Süleyman Vəzirov küç. "
220 000,Yeni tikili,10 / 17,2,var,"Bakı şəhəri, Mətbuat prospekti 25 "
162 000,Yeni tikili,2 / 16,3,yoxdur,"Bakı şəhəri, Çobanzadə küç."
84 500,Yeni tikili,7 / 14,2,yoxdur,"Bakı şəhəri, A.Fətullayev küç. 5"
350 000,Yeni tikili,12 / 17,3,var,"Bakı şəhəri, Faiq Yusifov küç."
71 800,Köhnə tikili,5 / 5,2,var,"Bakı şəhəri, Həsən bəy Zərdabi küç"
145 000,Yeni tikili,4 / 16,2,var,"Bakı şəhəri,  Həsən Əliyev küç."
235 000,Yeni tikili,3 / 18,4,yoxdur,"Bakı şəhəri, Seyid Əzim Şirvani küçəsi"
75 000,Köhnə tikili,7 / 9,3,var,"Bakı şəhəri, AB masivvi"
145 000,Yeni tikili,9 / 12,2,yoxdur,"Bakı şəhəri, A.İsmayılov küç."
374 000,Yeni tikili,6 / 14,4,var,"Bakı şəhəri, Cavadxan küçəsi"
97 000,Köhnə tikili,8 / 9,2,var,"Bakı şəhəri, Cavadxan küç."
82 500,Yeni tikili,2 / 5,2,yoxdur,"Bakı şəhəri, Yavər Əliyev küçəsi"
190 000,Yeni tikili,16 / 17,4,var,"Bakı şəhəri, Mir Cəlal küç."
205 000,Yeni tikili,8 / 16,3,yoxdur,"Bakı şəhəri, Sahib Zeynalov küç."
86 000,Köhnə tikili,9 / 9,4,var,"Bakı şəhəri, Neapol küçəsi"
100 000,Köhnə tikili,1 / 5,3,var,"Bakı şəhəri, Q.Qarayev pr"
170 000,Yeni tikili,6 / 17,3,yoxdur,"Bakı şəhəri, Çobanzadə küçəsi"
46 000,Köhnə tikili,4 / 5,2,var,"Bakı şəhəri, İ.İsazadə küç."
118 000,Yeni tikili,9 / 13,2,var,"Bakı şəhəri, Əliağa Şıxlınski küç"
51 000,Yeni tikili,3 / 3,2,var,"Bakı şəhəri, Məhəmmədi yeni yaşayış massivi bina14"
330 000,Yeni tikili,17 / 22,3,yoxdur,"Bakı şəhəri, Gülarə Qədirbəyli küç."
235 000,Yeni tikili,9 / 16,3,var,"Bakı şəhəri, S. Vurğun küç, "
131 000,Yeni tikili,7 / 17,3,yoxdur,"Bakı şəhəri, Əliağa Vahid k."
275 000,Yeni tikili,3 / 16,3,var,"Bakı şəhəri, R.Quliyev küçəsi"
282 000,Yeni tikili,8 / 17,4,yoxdur,"Bakı şəhəri, Faiq Yusifov küç."
280 000,Yeni tikili,11 / 16,4,var,"Bakı şəhəri, Süleyman Vəzirov k. "
120 000,Köhnə tikili,5 / 9,2,var,"Bakı şəhəri, Atatürk pr. "
330 000,Köhnə tikili,4 / 5,4,var,"Bakı şəhəri, Hüseyn Cavid Prospekti"
92 000,Yeni tikili,16 / 17,2,var,"Bakı şəhəri, Akim  Abbasov küç."
215 000,Yeni tikili,10 / 18,3,var,"Bakı şəhəri, Ceyhun Hacıbəyli küç."
82 000,Yeni tikili,5 / 8,2,yoxdur,"Bakı şəhəri, Əliağa Vahid küç."
145 000,Yeni tikili,14 / 17,3,var,"Bakı şəhəri, Azadlıq pr"
93 000,Yeni tikili,11 / 17,2,yoxdur,"Bakı şəhəri, İsfəndiyar Zülalov küç."
84 000,Yeni tikili,10 / 19,2,var,"Bakı şəhəri, Həsən bəy Zərdabi küçəsi"
125 000,Yeni tikili,17 / 17,3,var,"Bakı şəhəri, Məhəmməd Hadi küçəsi"
